"","ID","NUTSID","iso_week","iso_yr","min_tmpavg","min_tmpwgtavg","min_tmplogwgtavg","min_tmp65plsavg","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"126","2013-W02-FRE21","FRE21",2,2013,2.50048351713589,2.57194144385202,2.48011639993638,2.5743919142655,NA,NA,NA,NA,NA,NA,NA,NA
"127","2013-W02-FRE22","FRE22",2,2013,2.83438349568418,2.97201517862933,2.75212866706508,2.96688930051667,NA,NA,NA,NA,NA,NA,NA,NA
"128","2013-W02-FRE23","FRE23",2,2013,2.85589510415282,2.86022589834673,2.84156509701695,2.8572469417538,NA,NA,NA,NA,NA,NA,NA,NA
"129","2013-W02-FRF11","FRF11",2,2013,0.410050903047835,0.766365161963871,0.137252420186996,0.739618011883327,NA,NA,NA,NA,NA,NA,NA,NA
"130","2013-W02-FRF12","FRF12",2,2013,-0.408635651426655,-0.183966998543058,-0.651782661676408,-0.195613665240151,NA,NA,NA,NA,NA,NA,NA,NA
"131","2013-W02-FRF21","FRF21",2,2013,1.42507919243404,1.33330836040633,1.45242221866335,1.35942871229989,NA,NA,NA,NA,NA,NA,NA,NA
"132","2013-W02-FRF22","FRF22",2,2013,1.66487608850002,1.77820538499925,1.62874463200569,1.77697292149865,NA,NA,NA,NA,NA,NA,NA,NA
"133","2013-W02-FRF23","FRF23",2,2013,1.66247619901385,1.92190481083734,1.60454032250813,1.92201230355671,NA,NA,NA,NA,NA,NA,NA,NA
"134","2013-W02-FRF24","FRF24",2,2013,0.807829634419509,1.01218277535268,0.773839520556586,1.01030452336584,NA,NA,NA,NA,NA,NA,NA,NA
"135","2013-W02-FRF31","FRF31",2,2013,0.809378314231123,0.787802032061988,0.83468802699021,0.824696562119892,NA,NA,NA,NA,NA,NA,NA,NA
"136","2013-W02-FRF32","FRF32",2,2013,1.0711190700531,1.08573464836393,1.07094880512783,1.08846324682236,NA,NA,NA,NA,NA,NA,NA,NA
"137","2013-W02-FRF33","FRF33",2,2013,0.351886273494787,0.414868337767464,0.355569405215128,0.43868023795741,NA,NA,NA,NA,NA,NA,NA,NA
"138","2013-W02-FRF34","FRF34",2,2013,0.185521894267627,0.115637237472195,0.252322767462049,0.117421462067535,NA,NA,NA,NA,NA,NA,NA,NA
"139","2013-W02-FRG01","FRG01",2,2013,4.06409014548574,4.08861555159092,4.00804924539158,4.05524145705359,NA,NA,NA,NA,NA,NA,NA,NA
"140","2013-W02-FRG02","FRG02",2,2013,3.60712651695524,3.6757355758122,3.57934693779264,3.67484494618007,NA,NA,NA,NA,NA,NA,NA,NA
"141","2013-W02-FRG03","FRG03",2,2013,3.37975468380111,3.46717104315758,3.35193507586207,3.4663210936955,NA,NA,NA,NA,NA,NA,NA,NA
"142","2013-W02-FRG04","FRG04",2,2013,3.39137652090618,3.51063314505986,3.34765602861132,3.51159083843231,NA,NA,NA,NA,NA,NA,NA,NA
"143","2013-W02-FRG05","FRG05",2,2013,3.99980621252741,4.04114289794649,3.99954571042742,4.00931945868901,NA,NA,NA,NA,NA,NA,NA,NA
"144","2013-W02-FRH01","FRH01",2,2013,5.04675060936383,5.19394225307873,4.96270872865404,5.16891049061503,NA,NA,NA,NA,NA,NA,NA,NA
"145","2013-W02-FRH02","FRH02",2,2013,6.37267472062792,6.57594665459225,6.19821178913116,6.54237452575138,NA,NA,NA,NA,NA,NA,NA,NA
"146","2013-W02-FRH03","FRH03",2,2013,4.20132234266826,4.28325487886156,4.15563293014254,4.27297142573765,NA,NA,NA,NA,NA,NA,NA,NA
"147","2013-W02-FRH04","FRH04",2,2013,4.77173048790012,5.07369665801525,4.66884840173381,5.0269420764276,NA,NA,NA,NA,NA,NA,NA,NA
"148","2013-W02-FRI11","FRI11",2,2013,2.62838779176985,2.69657244852611,2.61571040323802,2.69219396795545,NA,NA,NA,NA,NA,NA,NA,NA
"149","2013-W02-FRI12","FRI12",2,2013,4.10073729923793,4.27776278768267,4.07740919930594,4.26606822013855,NA,NA,NA,NA,NA,NA,NA,NA
"150","2013-W02-FRI13","FRI13",2,2013,4.05661617006574,4.29122155053275,3.99547232900347,4.2307939188821,NA,NA,NA,NA,NA,NA,NA,NA
"151","2013-W02-FRI14","FRI14",2,2013,3.2055607352938,3.19454606941768,3.21486687660217,3.19455904620034,NA,NA,NA,NA,NA,NA,NA,NA
"152","2013-W02-FRI15","FRI15",2,2013,2.1076010295323,3.0007529599326,1.55661543990884,2.82693176610129,NA,NA,NA,NA,NA,NA,NA,NA
"153","2013-W02-FRI21","FRI21",2,2013,-0.372875341347285,0.449910363980701,-0.66365053824016,0.448927044868468,NA,NA,NA,NA,NA,NA,NA,NA
"154","2013-W02-FRI22","FRI22",2,2013,-0.275218742234365,-0.102730167763572,-0.361311131290028,-0.106334362711225,NA,NA,NA,NA,NA,NA,NA,NA
"155","2013-W02-FRI23","FRI23",2,2013,1.38142959986414,1.39356716629118,1.38186071813107,1.39253179196801,NA,NA,NA,NA,NA,NA,NA,NA
"156","2013-W02-FRI31","FRI31",2,2013,3.20422921861921,3.40474997247968,3.13298605169569,3.40373493943895,NA,NA,NA,NA,NA,NA,NA,NA
"157","2013-W02-FRI32","FRI32",2,2013,4.31033022063119,4.61795517376491,4.17226733480181,4.56245691435678,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013-W02-FRI33","FRI33",2,2013,3.38980494226728,3.44318842887878,3.37997971262251,3.44282930237906,NA,NA,NA,NA,NA,NA,NA,NA
"159","2013-W02-FRI34","FRI34",2,2013,3.15671856062753,3.21779881204877,3.1306312084198,3.21765146936689,NA,NA,NA,NA,NA,NA,NA,NA
